8u202,baseline,26.44
8u202,baseline,27.01
8u202,baseline,25.21
8u202,baseline,27.40
8u202,baseline,24.57
8u202,baseline,27.03
8u202,baseline,28.40
8u202,baseline,30.33
8u202,baseline,27.31
8u202,baseline,27.31
8u202,baseline+native,20.14
8u202,baseline+native,20.67
8u202,baseline+native,20.53
8u202,baseline+native,21.40
8u202,baseline+native,20.50
8u202,baseline+native,20.81
8u202,baseline+native,19.86
8u202,baseline+native,21.08
8u202,baseline+native,21.31
8u202,baseline+native,21.21
8u202,tuned,18.61
8u202,tuned,19.28
8u202,tuned,18.85
8u202,tuned,18.89
8u202,tuned,18.08
8u202,tuned,19.53
8u202,tuned,19.02
8u202,tuned,19.27
8u202,tuned,19.77
8u202,tuned,20.11
8u202,tuned+native,16.63
8u202,tuned+native,16.79
8u202,tuned+native,16.66
8u202,tuned+native,15.88
8u202,tuned+native,16.69
8u202,tuned+native,16.87
8u202,tuned+native,16.65
8u202,tuned+native,16.69
8u202,tuned+native,16.51
8u202,tuned+native,16.30
8u202_openj9,baseline,45.54
8u202_openj9,baseline,46.60
8u202_openj9,baseline,45.26
8u202_openj9,baseline,45.11
8u202_openj9,baseline,44.18
8u202_openj9,baseline,45.75
8u202_openj9,baseline,43.80
8u202_openj9,baseline,43.30
8u202_openj9,baseline,45.12
8u202_openj9,baseline,42.60
8u202_openj9,baseline+native,30.66
8u202_openj9,baseline+native,28.66
8u202_openj9,baseline+native,28.34
8u202_openj9,baseline+native,31.54
8u202_openj9,baseline+native,29.43
8u202_openj9,baseline+native,28.38
8u202_openj9,baseline+native,28.50
8u202_openj9,baseline+native,30.32
8u202_openj9,baseline+native,29.32
8u202_openj9,baseline+native,29.98
8u202_openj9,tuned,21.75
8u202_openj9,tuned,22.26
8u202_openj9,tuned,23.07
8u202_openj9,tuned,22.22
8u202_openj9,tuned,23.66
8u202_openj9,tuned,21.59
8u202_openj9,tuned,21.17
8u202_openj9,tuned,21.65
8u202_openj9,tuned,22.08
8u202_openj9,tuned,22.29
8u202_openj9,tuned+native,17.21
8u202_openj9,tuned+native,17.73
8u202_openj9,tuned+native,17.02
8u202_openj9,tuned+native,17.19
8u202_openj9,tuned+native,17.01
8u202_openj9,tuned+native,16.99
8u202_openj9,tuned+native,16.99
8u202_openj9,tuned+native,16.85
8u202_openj9,tuned+native,16.83
8u202_openj9,tuned+native,16.88
8u202_graalvm,baseline,27.32
8u202_graalvm,baseline,30.07
8u202_graalvm,baseline,30.28
8u202_graalvm,baseline,30.18
8u202_graalvm,baseline,32.22
8u202_graalvm,baseline,30.37
8u202_graalvm,baseline,29.52
8u202_graalvm,baseline,30.35
8u202_graalvm,baseline,30.42
8u202_graalvm,baseline,29.66
8u202_graalvm,baseline+native,20.40
8u202_graalvm,baseline+native,21.52
8u202_graalvm,baseline+native,21.68
8u202_graalvm,baseline+native,21.37
8u202_graalvm,baseline+native,22.63
8u202_graalvm,baseline+native,21.10
8u202_graalvm,baseline+native,21.17
8u202_graalvm,baseline+native,21.41
8u202_graalvm,baseline+native,21.26
8u202_graalvm,baseline+native,21.22
11.0.2,baseline,34.02
11.0.2,baseline,33.94
11.0.2,baseline,35.06
11.0.2,baseline,35.02
11.0.2,baseline,36.16
11.0.2,baseline,35.02
11.0.2,baseline,34.18
11.0.2,baseline,33.14
11.0.2,baseline,34.32
11.0.2,baseline,33.62
11.0.2,baseline+native,22.55
11.0.2,baseline+native,22.64
11.0.2,baseline+native,23.31
11.0.2,baseline+native,24.75
11.0.2,baseline+native,23.45
11.0.2,baseline+native,22.97
11.0.2,baseline+native,22.66
11.0.2,baseline+native,23.36
11.0.2,baseline+native,22.83
11.0.2,baseline+native,23.01
11.0.2,tuned,22.44
11.0.2,tuned,21.92
11.0.2,tuned,22.91
11.0.2,tuned,22.67
11.0.2,tuned,22.53
11.0.2,tuned,23.72
11.0.2,tuned,22.56
11.0.2,tuned,23.32
11.0.2,tuned,22.82
11.0.2,tuned,23.38
11.0.2,tuned+native,17.74
11.0.2,tuned+native,18.35
11.0.2,tuned+native,18.24
11.0.2,tuned+native,18.03
11.0.2,tuned+native,17.88
11.0.2,tuned+native,18.19
11.0.2,tuned+native,17.50
11.0.2,tuned+native,17.84
11.0.2,tuned+native,18.15
11.0.2,tuned+native,18.00
11.0.2_openj9,baseline,53.14
11.0.2_openj9,baseline,52.54
11.0.2_openj9,baseline,52.79
11.0.2_openj9,baseline,51.80
11.0.2_openj9,baseline,54.86
11.0.2_openj9,baseline,52.68
11.0.2_openj9,baseline,55.12
11.0.2_openj9,baseline,53.34
11.0.2_openj9,baseline,53.20
11.0.2_openj9,baseline,53.49
11.0.2_openj9,baseline+native,31.38
11.0.2_openj9,baseline+native,33.02
11.0.2_openj9,baseline+native,33.19
11.0.2_openj9,baseline+native,33.00
11.0.2_openj9,baseline+native,31.84
11.0.2_openj9,baseline+native,34.11
11.0.2_openj9,baseline+native,30.27
11.0.2_openj9,baseline+native,30.89
11.0.2_openj9,baseline+native,33.86
11.0.2_openj9,baseline+native,34.35
11.0.2_openj9,tuned,23.44
11.0.2_openj9,tuned,23.14
11.0.2_openj9,tuned,23.27
11.0.2_openj9,tuned,23.06
11.0.2_openj9,tuned,23.23
11.0.2_openj9,tuned,23.02
11.0.2_openj9,tuned,22.88
11.0.2_openj9,tuned,22.83
11.0.2_openj9,tuned,23.41
11.0.2_openj9,tuned,23.79
11.0.2_openj9,tuned+native,19.22
11.0.2_openj9,tuned+native,19.55
11.0.2_openj9,tuned+native,19.15
11.0.2_openj9,tuned+native,19.11
11.0.2_openj9,tuned+native,19.28
11.0.2_openj9,tuned+native,18.72
11.0.2_openj9,tuned+native,18.94
11.0.2_openj9,tuned+native,19.27
11.0.2_openj9,tuned+native,18.40
11.0.2_openj9,tuned+native,18.91
